company_name,industry,company_size,annual_revenue,num_employees,lead_source,past_interactions,converted,created_at
Mendez-Davis,retail,8882,356215404,10122,referral,2,1,2024-12-18 03:14:40.697917
Johnson-Lowe,manufacturing,3237,128049220,3756,web,0,1,2024-05-08 02:34:09.791293
"Robinson, Wang and Jimenez",technology,2521,42985569,2762,web,5,1,2024-09-20 06:52:52.446600
Robinson PLC,manufacturing,9639,994767800,8075,trade_show,4,1,2025-02-19 09:38:51.020983
"Holmes, Clark and Cardenas",finance,7854,250142335,6442,trade_show,3,1,2024-09-01 16:28:33.126634
"Green, Blackburn and Bryant",technology,9977,739558906,8242,cold_call,3,1,2024-04-20 22:43:16.277125
Bates and Sons,manufacturing,6704,760792187,5332,trade_show,1,1,2025-03-07 23:41:18.549438
"Smith, Mcknight and Norman",manufacturing,3859,30977053,3419,referral,2,1,2024-08-15 15:44:52.305594
Diaz-Murphy,finance,3384,86522127,3973,web,2,1,2024-09-29 06:40:34.407568
"Mcfarland, Bean and Werner",retail,5118,183979856,5740,trade_show,4,1,2024-11-14 20:35:00.694444
Cortez Group,finance,2887,705879150,2836,cold_call,0,1,2025-03-17 15:42:50.985482
Horn Inc,logistics,949,799165674,759,web,1,1,2024-05-19 14:54:14.713248
Davis Group,logistics,5995,956056024,5287,email,1,1,2024-05-29 06:42:24.151103
Stephens and Sons,technology,5912,424276320,4989,cold_call,3,1,2024-09-13 18:52:24.294226
"Bailey, Mann and Burns",logistics,4238,72119526,4721,email,2,1,2025-01-27 17:53:08.410126
"Huang, Mitchell and Jackson",finance,9868,66664424,11679,referral,1,1,2025-03-06 02:01:51.536362
Mitchell PLC,retail,8009,980065136,8252,web,3,1,2024-04-18 21:41:58.558224
Moore and Sons,technology,1655,502116195,1539,cold_call,0,1,2024-08-13 22:52:18.895348
"Hill, Decker and Shah",finance,6517,487278186,7831,referral,2,1,2025-03-01 06:06:25.397025
Morales-Taylor,finance,5922,24894122,6440,referral,3,1,2025-01-29 16:30:36.934227
"Costa, Mills and Perez",finance,8818,772637826,8647,web,1,1,2025-02-10 02:14:38.434550
"Mcclain, Cochran and Rodriguez",logistics,1731,902546424,2191,referral,1,1,2024-04-10 11:24:58.467916
Kemp-Oconnor,manufacturing,1316,749547241,1065,web,0,1,2025-03-21 18:43:54.130738
Hamilton Ltd,finance,6246,784468960,4590,web,3,1,2024-10-26 02:01:56.604827
Solis Group,finance,20,509419354,17,referral,0,1,2025-03-05 05:02:35.384166
Keller Ltd,technology,7205,869032160,5592,cold_call,1,1,2024-10-28 16:01:13.099869
Cohen-Mendez,technology,9278,897851979,12040,cold_call,2,1,2024-05-05 08:42:33.514924
Bates Inc,finance,4400,962126139,4981,trade_show,1,1,2024-05-12 04:39:01.674809
"Green, Sanchez and Jarvis",logistics,8293,486589878,10320,email,3,1,2025-01-17 01:19:27.497899
"Pope, Marshall and Bush",logistics,7751,740334225,9821,referral,2,1,2024-07-18 22:12:08.235140
Lawson-Logan,logistics,5968,542483372,6950,trade_show,0,1,2024-08-04 15:44:09.031750
Lynn LLC,technology,3883,788626559,4171,email,0,1,2025-03-25 14:58:24.849386
Burton Group,finance,127,302762113,109,trade_show,2,1,2024-08-01 23:30:42.772542
Lara PLC,manufacturing,9763,492051313,10519,trade_show,1,1,2024-09-15 16:50:16.966407
Douglas-Sparks,finance,4118,291516362,5073,trade_show,2,1,2024-05-08 15:55:16.444428
"Meadows, Gallagher and Henderson",manufacturing,9126,994159843,8630,email,2,1,2024-05-04 01:23:15.163766
"Copeland, Duke and Hall",manufacturing,8913,257327874,6843,referral,1,1,2025-01-15 16:51:53.826953
Burch Group,technology,7996,925689774,10070,referral,3,1,2024-07-29 03:03:09.655869
"Day, Clark and Jones",retail,4392,731675987,5168,referral,1,1,2024-04-10 14:49:36.481837
"Figueroa, Kline and Lynch",logistics,4900,282482538,3745,web,4,1,2024-12-26 16:32:12.777704
Mitchell and Sons,logistics,7949,298499344,10082,referral,1,1,2024-05-22 01:16:07.418249
"Rose, Moses and Mann",manufacturing,5458,591123290,4929,cold_call,1,1,2024-04-17 09:32:17.247928
Johns-Vincent,technology,635,839382455,552,trade_show,2,1,2024-11-20 20:47:32.271915
Vasquez Group,logistics,4500,303594217,4216,web,0,1,2024-11-01 04:06:28.065770
"Russell, Brooks and Garcia",finance,9951,240150743,11412,email,1,1,2025-03-22 09:35:02.972723
Phillips-Green,manufacturing,4547,918862275,3519,referral,2,1,2024-03-27 10:40:49.169475
Donovan-Hayes,logistics,8662,603538650,10642,email,1,1,2024-12-08 01:17:17.792669
English Ltd,logistics,4161,397230304,3764,web,0,1,2024-07-02 04:05:28.418469
"Hill, Rubio and Cook",retail,2470,928782417,2676,web,1,1,2025-01-29 19:11:04.690981
Stark LLC,technology,5573,703304243,4759,trade_show,2,1,2024-06-26 06:28:43.847217
"Bell, Richardson and Ramirez",technology,8993,956274015,6507,referral,2,1,2024-12-21 07:22:05.138219
"Roy, Greene and Smith",logistics,3654,892781998,2706,trade_show,2,1,2024-05-16 12:12:08.645160
"Miles, Williams and Stevens",retail,4342,241677698,4390,email,1,1,2024-06-08 07:46:54.998179
Jackson-Sanchez,logistics,7848,612795754,9938,cold_call,2,1,2024-08-28 20:57:07.353154
Miller-Larsen,retail,9774,626131405,7089,cold_call,2,1,2024-11-19 01:54:37.158906
"Espinoza, Ball and Porter",logistics,2742,930899257,2243,referral,1,1,2024-12-25 08:32:37.357532
Cantu-Raymond,finance,6614,63105130,5380,trade_show,2,1,2024-09-30 06:11:08.713069
Fowler-Contreras,logistics,2032,702792823,2065,cold_call,2,1,2024-05-14 06:26:08.100653
"Colon, Becker and Hull",manufacturing,7355,510922641,6584,web,1,1,2025-01-25 16:14:00.828938
Ellis Ltd,finance,9351,383579277,9556,cold_call,2,1,2025-01-12 22:52:20.298228
"Owens, Young and Thomas",finance,9197,56664794,10132,referral,1,1,2025-02-15 21:56:35.836839
Kaufman and Sons,technology,566,17912427,571,trade_show,2,1,2025-03-27 05:19:34.989901
Jones and Sons,manufacturing,1084,233319764,997,web,1,1,2025-02-25 00:28:45.068270
Brown PLC,manufacturing,2186,902483906,1770,referral,1,1,2025-02-23 03:49:16.164040
"Stevens, Cummings and Ford",logistics,4294,695118460,4652,cold_call,6,1,2024-10-11 03:34:43.656396
"Nelson, Johnson and Dean",finance,5251,76866434,5808,trade_show,4,1,2024-09-16 16:15:45.278439
Smith-Escobar,logistics,7044,508175149,8740,web,3,1,2024-04-12 06:20:26.096747
Frederick Ltd,finance,6478,164871525,5733,web,3,1,2024-08-30 15:11:06.691245
Silva Ltd,technology,4011,968520784,3865,email,2,1,2024-06-07 03:22:52.403844
"Burton, Lopez and Jones",retail,8133,787493862,6226,email,3,1,2025-01-04 10:36:13.639439
Garcia-Burgess,manufacturing,3022,537352768,2616,referral,2,1,2024-06-06 03:13:41.258558
"Tanner, Kelly and Cordova",logistics,8490,798678887,10206,email,4,1,2024-04-16 07:01:41.144984
Kennedy-Ford,technology,7292,949971833,7317,trade_show,5,1,2024-12-22 20:47:03.599131
"Gross, Torres and Maynard",finance,5788,369190136,4831,trade_show,2,1,2024-05-17 05:38:58.103749
"Hernandez, Larson and Allen",logistics,6626,536529536,4881,cold_call,2,1,2024-08-07 00:14:36.430414
Hensley-Smith,technology,2407,445678323,2701,trade_show,3,1,2024-12-08 23:26:06.702563
"Waller, Ball and Dyer",technology,2911,316329247,3453,trade_show,2,1,2024-06-15 00:19:56.952379
Thompson Inc,retail,8017,236995775,6933,cold_call,0,1,2024-07-11 14:24:14.079489
Ochoa-Bell,manufacturing,3673,35983199,3479,cold_call,5,1,2025-01-10 21:51:47.739961
"White, Cook and Parker",logistics,5924,148510640,5885,email,3,1,2024-10-12 03:14:50.507195
Garcia-Howard,manufacturing,4794,505004529,5907,email,1,1,2024-09-27 14:44:48.923608
Daniels-Powell,retail,3419,156977489,3583,web,7,1,2024-04-09 21:30:08.093576
Massey Ltd,technology,666,757216644,854,web,1,1,2024-10-03 18:44:17.288921
Ball-Brown,retail,9964,417947328,10044,referral,1,1,2024-10-08 12:59:56.471209
Hawkins-Woods,finance,1050,117437143,940,trade_show,3,1,2024-06-06 19:34:16.668939
"Martinez, Anderson and Morrow",retail,1599,618457897,1551,web,1,1,2025-01-18 01:06:45.180066
Mcdonald-Maddox,technology,6714,298984296,7461,referral,1,1,2025-03-26 06:04:46.507714
Clarke-Brown,retail,1738,14328944,1414,email,3,1,2025-01-18 03:36:04.276119
"Jenkins, Thomas and Medina",logistics,6044,613430127,6865,referral,3,1,2024-04-08 08:31:19.336604
Davis Group,retail,219,75819543,220,referral,2,1,2024-06-10 05:41:38.972847
Willis Group,finance,8743,77793286,7548,trade_show,1,1,2024-10-11 19:53:42.617112
Tran Inc,manufacturing,5861,563192344,4600,trade_show,4,1,2024-04-27 11:43:50.822129
Williams-Everett,finance,7780,259511542,7104,cold_call,2,1,2025-02-03 01:56:12.759616
Dawson-Ford,logistics,9278,329476844,8536,cold_call,2,1,2024-10-03 23:25:20.946377
"Ortiz, Diaz and Miles",finance,3926,234968658,4053,trade_show,1,1,2024-11-10 21:35:42.707269
"Daniels, Hughes and Moore",manufacturing,1583,412957391,1508,web,3,1,2025-03-04 11:32:29.659870
Benitez-Anderson,retail,4645,342985447,3470,cold_call,1,1,2024-12-23 20:52:13.883237
"Nguyen, Blevins and Foster",manufacturing,1970,836570209,1581,cold_call,0,1,2024-08-17 15:25:03.058239
Reyes-Mendoza,logistics,1350,728887117,1157,email,2,1,2025-02-06 21:05:53.468276
"Rodriguez, Leblanc and Clark",finance,1664,799996362,1876,web,5,1,2024-09-08 18:14:23.991357
Mitchell-Campos,finance,8963,987110722,6412,trade_show,4,1,2025-01-08 22:05:34.022623
Phillips-Mcclain,technology,9029,158222414,11438,trade_show,3,1,2024-07-28 09:28:07.247391
Brown Ltd,technology,8271,454605925,6606,cold_call,1,1,2025-02-22 19:02:40.951070
Rangel-Blackwell,finance,2803,280203756,2497,email,0,1,2025-01-10 10:11:16.349179
Bauer-Fisher,retail,4090,494413330,3116,web,2,1,2025-02-11 18:15:41.230312
"Lewis, Day and Smith",finance,9460,287030026,10203,referral,2,1,2024-09-09 20:47:51.421208
Miranda-Wilson,finance,3893,260780824,3641,cold_call,1,1,2025-02-24 01:37:38.360549
Sparks-Mendoza,logistics,6894,669471477,7687,web,2,1,2024-11-12 00:31:13.225009
Gonzalez Ltd,finance,3977,981377951,4769,referral,0,1,2024-08-17 00:21:04.294706
Hodges LLC,manufacturing,242,454182,284,trade_show,2,0,2024-12-28 12:11:18.336111
"Silva, Summers and Schwartz",manufacturing,7912,851065071,5607,cold_call,2,1,2025-03-18 09:16:08.019878
Miller-Peters,technology,7634,36398886,8090,trade_show,3,1,2024-12-28 04:23:59.628193
Price-Wilson,logistics,2959,232232773,3396,referral,2,1,2025-03-07 15:11:28.930431
Vasquez-Austin,retail,7323,286155278,7243,web,3,1,2024-10-21 23:40:25.379000
Scott-Nelson,finance,3901,678544194,4081,trade_show,3,1,2024-07-04 22:45:00.811985
"Bryant, Harrison and Pearson",logistics,6757,239223919,8300,trade_show,1,1,2024-08-21 18:17:14.584594
Middleton-Mcdaniel,technology,9706,800013798,10941,cold_call,1,1,2024-08-16 11:06:53.329705
Becker-Flores,manufacturing,1700,552192404,1977,web,0,1,2024-08-17 08:55:26.771241
Bishop Inc,logistics,8640,486015154,8690,email,2,1,2025-03-07 19:17:35.255692
Irwin Ltd,logistics,4018,704132176,3162,cold_call,5,1,2024-09-01 03:36:12.558465
Jackson-Harrington,manufacturing,4200,350457339,5459,trade_show,0,1,2025-03-08 16:55:36.154822
Monroe Inc,finance,765,996125766,750,email,0,1,2024-07-21 04:30:07.436031
"Mccarthy, Morris and Macdonald",retail,5799,81393570,7211,trade_show,2,1,2024-07-02 11:54:18.514112
Snyder Inc,finance,7640,235146325,6266,email,2,1,2024-08-03 18:03:54.344011
"Vaughan, Vazquez and Richardson",finance,1297,380727740,1014,email,1,1,2024-11-07 15:32:59.039024
Chavez Inc,manufacturing,3980,899978223,3405,web,3,1,2024-05-19 06:27:17.360103
Vasquez-Joseph,manufacturing,7265,747455934,5258,web,3,1,2024-12-11 09:17:28.502239
Lee LLC,manufacturing,6696,94600341,6520,email,1,1,2025-03-10 04:40:38.569658
"Rivas, Bell and Alvarez",retail,6315,327451140,4460,email,3,1,2024-09-20 04:55:18.528366
"Pitts, Ruiz and Bolton",finance,8674,190728798,10500,trade_show,2,1,2024-10-24 03:38:44.025731
Clay LLC,retail,5834,516340839,6572,web,0,1,2024-12-03 16:37:25.311199
White-Howell,technology,3685,634187424,3371,cold_call,3,1,2024-10-14 10:42:43.593121
Young-Smith,logistics,4683,992777306,3947,web,1,1,2025-02-10 09:21:31.097591
Spencer PLC,logistics,803,297200865,892,web,2,1,2024-10-25 06:59:50.074614
Martinez-Freeman,logistics,4037,918369192,4615,web,4,1,2024-09-08 03:54:30.735961
Bond-Delgado,finance,7943,262122364,10211,trade_show,2,1,2024-08-01 10:17:21.108777
"Patrick, Reid and Thomas",manufacturing,341,596462637,317,trade_show,2,1,2024-11-19 11:46:59.649246
"Collins, Banks and Pierce",manufacturing,2875,538868377,2538,trade_show,0,1,2024-11-18 10:52:41.458154
Mendoza-Wilson,logistics,8604,737588783,9094,referral,3,1,2025-01-29 06:07:17.179269
"Banks, Smith and Olsen",finance,7042,504134364,5065,referral,4,1,2024-12-18 22:02:33.285602
"Jensen, Thomas and Harris",retail,5337,516659849,5066,email,3,1,2024-08-09 15:43:55.949868
Harris Ltd,retail,4936,497970190,4202,trade_show,1,1,2024-07-06 11:03:54.451208
Hopkins Inc,retail,1399,143079855,1459,trade_show,0,1,2024-11-03 11:37:04.583119
Roy LLC,logistics,5722,542605134,4318,trade_show,0,1,2024-05-12 10:51:31.661065
Ramirez Group,technology,7106,163962149,9162,web,1,1,2024-10-19 13:18:31.223989
Douglas LLC,logistics,244,296409842,203,referral,1,1,2024-09-01 04:03:28.309453
Galloway-Jackson,logistics,9531,365209028,7359,referral,1,1,2024-09-26 00:10:11.103090
Saunders-Adams,finance,3497,331670391,3637,trade_show,3,1,2024-07-19 11:07:13.486562
"Wilson, Ramos and Wolfe",manufacturing,1904,677248937,2259,email,3,1,2025-03-16 22:49:32.971172
Ramos-Huffman,technology,579,233336988,472,email,3,1,2024-03-31 08:37:49.533609
Elliott-Johnson,finance,130,319005084,137,email,3,1,2024-11-12 08:57:12.073477
Velez-Tucker,manufacturing,7361,105012663,8378,email,2,1,2024-04-23 19:51:42.111984
Brown-Ramirez,manufacturing,5549,699489856,7200,web,3,1,2024-10-14 17:45:58.365160
"Edwards, Flores and Hood",manufacturing,4757,94531407,3429,trade_show,0,1,2024-03-27 19:32:28.638605
"Grimes, Davidson and Ramos",technology,3715,463795181,3703,email,3,1,2024-12-26 01:38:59.056790
"Stokes, Rodgers and Shaw",logistics,7083,367565388,5917,trade_show,3,1,2025-01-19 03:37:17.249032
Berg Group,technology,7777,813398756,7874,cold_call,3,1,2024-04-26 02:46:54.648492
"Fuller, Guerra and Rogers",manufacturing,8338,58957661,9381,email,0,1,2025-03-06 15:43:47.600179
"Warren, Dorsey and Daniels",retail,6860,500295670,6764,referral,5,1,2024-09-07 20:59:51.088762
"Lee, Weber and Freeman",retail,2877,562445446,2332,web,1,1,2025-01-04 16:45:51.941641
Aguilar LLC,technology,49,921725958,37,email,3,1,2024-10-06 18:36:35.525978
"Mclaughlin, Walls and Fuller",retail,825,234128971,639,referral,3,1,2024-08-03 20:44:54.497982
"Moyer, Mathews and Davis",retail,7293,440071656,7247,web,1,1,2025-01-12 06:02:44.095825
Giles-Sims,finance,1487,119531738,1182,web,1,1,2024-12-26 16:09:02.333147
King-Mcdonald,logistics,4453,485306864,4769,trade_show,1,1,2025-03-14 03:05:49.483890
Rodriguez PLC,manufacturing,1275,593377085,1117,trade_show,1,1,2025-02-07 09:04:40.337416
Mccormick Group,retail,5984,440500523,7167,cold_call,3,1,2024-06-14 16:08:48.163839
"Lambert, Ward and Armstrong",finance,7055,943089591,8998,cold_call,1,1,2024-11-17 18:21:30.862599
"Knight, Griffith and Kim",finance,5566,287866965,7007,email,4,1,2024-06-01 17:59:13.471495
"Joseph, Watson and Andrews",technology,3631,100140378,3518,trade_show,6,1,2025-01-26 04:16:26.780952
Lopez LLC,technology,617,678158009,436,trade_show,3,1,2024-12-15 18:10:10.490464
"West, Bright and Gutierrez",finance,3848,913870421,4050,web,3,1,2024-10-26 21:54:31.352839
Melton-Morrow,retail,1790,227930316,1955,web,2,1,2025-01-28 13:05:04.986059
"Lopez, Vang and Bass",logistics,91,745348902,112,web,3,1,2024-07-19 07:37:58.944492
Ortiz LLC,finance,4320,797259084,5360,web,3,1,2025-02-22 09:38:43.715996
Sanders and Sons,retail,9615,410589142,8000,referral,0,1,2024-04-15 12:22:10.224323
Thompson Group,manufacturing,2046,668603014,2606,email,4,1,2025-02-14 18:05:04.225628
Kelley PLC,finance,8690,994741357,10954,cold_call,1,1,2024-07-07 01:19:41.866431
"Scott, Thompson and Deleon",technology,6497,238973876,5090,web,1,1,2024-04-23 11:13:02.138133
Smith Group,manufacturing,4351,658796924,4849,email,0,1,2024-07-14 14:02:40.084928
"Padilla, Hernandez and Li",retail,4756,913216087,5775,email,1,1,2024-08-22 23:04:57.150136
Farmer-Brock,retail,3608,413249508,2877,cold_call,1,1,2024-07-30 16:01:48.331497
"Bowers, Wood and Merritt",logistics,6686,773391934,7175,web,1,1,2024-06-02 18:40:19.868464
"Bauer, Hinton and Herrera",logistics,8494,177634136,6721,cold_call,1,1,2024-12-11 02:06:52.653133
Snyder-Martinez,finance,6639,233149885,8070,cold_call,3,1,2024-04-26 07:38:28.649729
White Ltd,finance,8564,636653597,6333,referral,1,1,2024-09-13 13:51:36.502342
Wilkins Group,finance,61,633259998,78,web,5,1,2024-09-21 18:59:04.214221
Powers Inc,logistics,1535,750467709,1338,referral,2,1,2024-04-27 20:41:05.125496
Davis-Hendricks,technology,7506,455004419,6251,web,1,1,2025-03-15 13:23:40.962076
"Washington, Hunter and Hanson",logistics,1870,162963118,2061,trade_show,1,1,2024-05-24 23:24:45.288042
"Salazar, Walker and Martinez",retail,2222,284814176,2019,web,4,1,2024-05-04 07:54:55.585239
Bailey Inc,retail,4210,602473112,3338,web,3,1,2024-08-08 17:49:03.244421
Bautista-Franklin,manufacturing,105,116173436,95,referral,2,1,2024-04-14 16:59:56.448432
Flores-Shelton,logistics,5257,981261196,4592,trade_show,4,1,2025-01-18 09:56:48.676444
Luna Group,logistics,9666,855435009,8540,web,2,1,2024-04-17 23:24:26.474981
"Smith, Molina and Kelly",technology,1826,854419356,1802,cold_call,1,1,2024-08-06 00:37:37.925928
Wilkerson LLC,retail,958,778006418,989,referral,0,1,2024-08-04 07:45:24.675271
Pugh and Sons,manufacturing,2103,273298546,2667,referral,2,1,2024-09-22 11:52:34.513209
Gay Inc,logistics,5614,663249142,3960,email,4,1,2024-05-16 15:41:40.396969
"Miranda, Gregory and Woods",finance,4656,807805377,4722,referral,2,1,2024-10-28 05:22:32.905909
Burton Ltd,technology,6865,950028915,6517,web,3,1,2024-11-02 03:27:30.042590
"Myers, Kennedy and Cohen",finance,9174,487778655,9191,trade_show,3,1,2024-05-31 10:22:09.087319
Mejia-Mullen,logistics,53,822610076,45,web,7,1,2024-06-14 09:00:33.079681
Hall-Fox,manufacturing,3269,750340650,2633,referral,1,1,2024-12-12 15:27:58.372625
"Pruitt, Owens and Thompson",logistics,4625,756509356,4876,cold_call,1,1,2024-07-27 08:58:24.690801
Manning LLC,finance,9340,132278379,9366,cold_call,5,1,2024-05-01 10:57:45.342477
White PLC,retail,8833,901582904,8396,email,2,1,2024-05-13 11:31:59.742567
Little-Holmes,finance,1630,638157005,1667,email,2,1,2024-07-06 15:14:19.935195
Gutierrez Group,finance,8786,122798413,10224,cold_call,2,1,2024-04-03 05:55:02.216032
Joyce Inc,finance,824,952536103,584,referral,1,1,2024-04-13 17:57:23.779840
"Newman, Shannon and Wilson",manufacturing,9481,804468563,8476,referral,2,1,2024-09-21 22:40:02.323693
"Floyd, Walker and Mccall",technology,7409,382326181,7323,referral,2,1,2024-04-19 01:27:09.772666
"Newton, Smith and Campbell",finance,3280,652728559,2467,cold_call,3,1,2024-06-02 17:24:00.789089
Stephens PLC,retail,1456,360334972,1567,referral,2,1,2024-11-30 05:15:24.038758
"Sparks, Morgan and Hamilton",retail,2375,128779185,3007,email,2,1,2024-06-11 14:34:28.866962
Johnson-Henry,manufacturing,134,542521528,100,cold_call,4,1,2025-03-14 05:26:41.338373
Singh-Webb,logistics,6199,920390422,5901,cold_call,0,1,2025-01-11 21:39:09.355551
Miller-Reynolds,retail,6915,367598009,8412,cold_call,0,1,2024-11-23 13:51:25.510427
"Solomon, Sanders and Haney",finance,8358,430612982,9046,email,1,1,2024-08-09 03:59:51.057585
Cooper LLC,manufacturing,4676,660777322,3539,referral,2,1,2024-11-07 10:12:33.188782
"Doyle, Burnett and Shah",technology,9442,261977134,8871,cold_call,1,1,2025-02-21 22:40:42.378667
Ramos Inc,technology,893,601587880,894,web,0,1,2024-12-02 10:17:05.831960
Adams PLC,retail,5725,487828561,6091,trade_show,2,1,2024-06-01 11:50:27.384129
Leonard-Reed,manufacturing,9483,840658390,11058,referral,0,1,2024-03-31 17:34:30.155370
"Nichols, Mercado and Alvarez",technology,3322,304411442,2545,web,0,1,2024-12-07 14:27:51.843873
Estes-Perry,logistics,948,405251728,666,web,0,1,2024-11-15 10:14:10.446580
Murphy Group,manufacturing,6031,719943902,4967,referral,1,1,2025-01-28 04:44:18.155379
"Stewart, Young and Jones",logistics,2293,912185454,2931,web,6,1,2024-11-29 14:45:26.213647
"Espinoza, Rice and Ruiz",manufacturing,9391,383225796,11504,referral,4,1,2024-11-06 16:14:14.968082
"Rasmussen, Banks and Williams",logistics,9844,50114457,12526,web,4,1,2024-06-06 16:26:23.157359
"Castaneda, Walton and Stephens",finance,5618,832659595,5040,email,3,1,2024-04-27 14:27:36.158723
Roberts-Johnson,retail,2949,867456638,2729,cold_call,3,1,2024-05-18 11:45:12.142377
"Ward, Lane and Hanson",technology,6774,978119088,6261,cold_call,5,1,2024-04-25 12:54:46.507135
Ellis Group,logistics,514,336094387,409,email,2,1,2024-08-17 14:01:02.656277
Davis PLC,logistics,2407,167061261,2107,referral,2,1,2024-08-03 10:03:19.898860
Stewart Group,manufacturing,740,566855384,743,email,0,1,2025-03-26 09:57:40.992392
Thompson LLC,finance,5661,88449801,6406,web,3,1,2024-05-07 00:33:00.058730
"Bowman, Bean and Harris",manufacturing,181,703608744,129,referral,4,1,2024-10-31 12:04:19.018449
Bond Group,retail,9008,834309678,10914,cold_call,1,1,2024-04-13 21:18:50.465865
"Owens, Valencia and Castillo",finance,629,131081678,577,referral,2,1,2024-08-10 08:11:14.963084
"Morgan, Jones and Jenkins",technology,5384,787973120,4429,email,2,1,2024-09-11 18:58:37.382919
Stephens-Browning,finance,4223,987574948,4989,trade_show,2,1,2024-08-07 03:05:44.219506
Williams-Smith,logistics,5757,167333211,7176,cold_call,2,1,2024-10-31 17:09:35.542355
"Stewart, Mccullough and Powell",manufacturing,410,213467148,486,email,1,1,2024-10-20 19:31:57.127437
Warren LLC,logistics,1849,268587511,1963,trade_show,2,1,2024-03-29 16:02:52.397233
Glover Ltd,logistics,6070,905926463,5680,email,4,1,2024-11-18 23:53:12.779290
Orozco and Sons,manufacturing,2469,224392960,2907,referral,4,1,2024-11-08 08:09:07.012119
Young PLC,finance,9100,729687687,8309,web,0,1,2024-07-29 11:53:47.079831
Saunders Group,manufacturing,4659,293511603,4648,email,2,1,2025-03-26 23:48:00.561962
"Smith, Knight and Jennings",technology,9387,682917736,7180,trade_show,1,1,2025-02-21 15:16:18.068903
"Hall, Miller and Burke",logistics,8566,153115092,7362,email,0,1,2024-05-17 16:22:01.911806
Davis-Howard,logistics,2286,435436211,1874,referral,2,1,2024-04-02 21:01:36.401452
Davidson Group,logistics,4732,974567596,3312,email,5,1,2024-11-14 03:59:08.056625
Johnson Inc,technology,6589,657412943,7294,web,2,1,2025-01-03 00:56:43.719975
"Williams, Young and Wright",manufacturing,3660,803054621,4597,trade_show,3,1,2024-10-07 09:03:46.399779
Reyes LLC,retail,9849,292811397,10066,trade_show,2,1,2024-07-24 02:43:41.112241
Harris-King,technology,3775,865139338,4742,cold_call,2,1,2024-05-23 10:51:23.153159
Phelps-Johnson,retail,7180,32151283,9023,trade_show,2,1,2024-11-29 23:11:41.122542
"Salazar, Robinson and Erickson",manufacturing,2070,391135221,2316,cold_call,3,1,2024-06-09 11:13:38.197758
Green-Little,logistics,7524,181925255,7080,cold_call,2,1,2024-09-05 19:23:40.589756
Pope-Norris,retail,2316,347111849,2501,web,0,1,2024-08-15 23:37:36.718425
"Martinez, Lutz and Lester",finance,334,627237855,297,referral,2,1,2024-11-04 02:42:39.598759
Martinez Group,technology,3329,119787440,2377,email,6,1,2024-09-11 03:48:05.089788
Hansen-Garcia,technology,4219,51740044,5406,referral,3,1,2025-03-06 01:26:07.984726
Poole LLC,logistics,7725,177040448,7702,trade_show,1,1,2024-04-04 21:21:13.252237
"Lowe, Aguirre and Sheppard",manufacturing,2379,995570731,2922,trade_show,1,1,2024-09-11 18:45:44.880309
Pope LLC,finance,9153,153656798,8438,trade_show,1,1,2024-12-12 04:52:22.821827
Bass LLC,manufacturing,1038,767718641,1014,web,3,1,2024-09-12 13:55:36.924016
Coleman-Clark,retail,194,511442308,160,cold_call,3,1,2024-06-27 20:07:54.455275
"Mcdowell, Smith and Bird",logistics,9362,50534551,8704,trade_show,3,1,2024-07-14 21:21:11.897294
Snyder-Griffin,logistics,5987,336147259,6724,web,2,1,2024-12-22 00:48:58.074106
Hamilton-Frazier,retail,7088,344771954,7286,email,1,1,2024-05-09 17:47:05.489304
Jones Inc,manufacturing,3769,570025158,3071,email,4,1,2025-01-15 04:22:34.685389
"Knox, Nguyen and Williams",logistics,4220,217664314,5451,web,1,1,2024-11-21 16:35:35.843010
Potts-Pierce,manufacturing,7390,855281492,7744,web,2,1,2024-08-20 05:49:49.807252
"Jensen, Jackson and Scott",logistics,3597,114000182,2566,referral,2,1,2025-03-05 11:31:34.722418
"Green, Olson and Elliott",technology,319,734430808,233,web,0,1,2024-06-13 19:03:00.020249
Warren Inc,finance,6422,421790370,7462,email,0,1,2024-09-13 10:29:46.692232
"Cooper, Taylor and Archer",finance,8615,130406072,10047,trade_show,2,1,2024-04-13 02:00:37.953413
Terry and Sons,technology,3056,447833162,3424,trade_show,3,1,2024-04-04 08:14:50.345675
Robinson Ltd,manufacturing,4808,298637903,4461,cold_call,0,1,2024-12-15 15:54:09.772020
Barnes LLC,manufacturing,6334,648279213,5644,cold_call,2,1,2024-09-13 11:20:52.335875
"Thompson, Jenkins and Briggs",finance,4836,700814576,6258,referral,1,1,2025-01-27 23:21:30.649295
Wood Group,technology,867,271465251,741,trade_show,3,1,2024-12-19 06:56:55.380022
Hayes-Vargas,technology,7284,280046959,7919,trade_show,0,1,2025-02-10 02:03:07.277726
"Bailey, Smith and Gordon",manufacturing,5304,734519906,4639,referral,0,1,2024-11-28 16:01:22.901795
"Barber, Craig and Bass",technology,5425,591362563,5429,email,2,1,2025-01-03 00:07:16.126282
"Johnson, Ward and Armstrong",manufacturing,2676,884947910,2619,email,0,1,2024-12-06 06:39:10.330652
Wall Group,manufacturing,623,375963234,496,trade_show,1,1,2024-10-11 17:18:54.273750
"Cook, Merritt and Dunn",logistics,7622,811923050,6446,email,3,1,2024-10-10 19:18:32.364029
"Robinson, Horne and Taylor",finance,1763,904985083,1725,cold_call,0,1,2024-03-27 05:24:38.513237
